"","Team","Opponent","Team_Outcome","Winner","Team_Score","Opp_Score","Difference","Week","OFF_Pas_Comp","OFF_pass_ATT","OFF_pass_CMP_prc","OFF_Pas_AVG","OFF_pass_YDS_pr_G","OFF_pass_TD","OFF_pass_INT","OFF_pass_SACK","OFF_pass_RTG","OFF_rush_ATT","OFF_rush_AVG","OFF_rush_YDS_pr_G","OFF_rush_TD","OFF_rush_FUM","DEF_Pas_Comp","DEF_pass_ATT","DEF_pass_CMP_prc","DEF_Pas_AVG","DEF_pass_YDS_pr_G","DEF_pass_TD","DEF_pass_INT","DEF_pass_SACK","DEF_pass_RTG","DEF_rush_ATT","DEF_rush_AVG","DEF_rush_YDS_pr_G","DEF_rush_TD","DEF_rush_FUM"
"15","Pittsburgh","New York Giants","Win","Away",26,16,10,"Wk 1",1.3145,1.2483700714064,1.05314009661836,0.984126984126984,1.29294561120086,3.34375,1,0.286666666666667,1.19329896907216,0.972765630993479,1.05128205128205,1.02750491159136,0.744186046511628,1,0.760130986492018,0.9279128248114,0.818448023426061,0.878378378378378,0.790269828291088,1,1.70422535211268,1.38271604938272,0.790084388185654,0.972765630993479,1.05128205128205,1.02750491159136,0.744186046511628,1
"16","Tennessee","Denver","Win","Away",16,14,2,"Wk 1",1.07105538140021,0.923122943463955,1.15881326352531,1.22727272727273,1.16764418377322,1.625,0.24,0.75,1.53055555555556,0.953813104189044,0.895833333333333,0.850668647845468,0.748251748251748,4.14285714285714,1.1336170212766,1.13914761501552,0.995475113122172,1,1.19947848761408,1.6046511627907,1.63157894736842,0.378787878787879,1.02287581699346,0.953813104189044,0.895833333333333,0.850668647845468,0.748251748251748,4.14285714285714
"17","Cincinnati","Cleveland","Loss","Home",30,35,-5,"Wk 2",1.24779678589943,1.24010641835717,1.00780031201248,0.855263157894737,0.971274685816876,0.650537634408602,1.12280701754386,2.65891472868217,0.864135864135864,1.09503324208056,1.06976744186047,1.15467625899281,0.62280701754386,0.482758620689655,0.930004268032437,0.962524111325434,0.96594427244582,0.986301369863014,0.989858012170385,1,1,0.456,0.98,1.09503324208056,1.06976744186047,1.15467625899281,0.62280701754386,0.482758620689655
"18","New York Giants","Chicago","Loss","Home",13,17,-4,"Wk 2",0.811688311688312,0.841211804648733,0.964285714285714,0.984375,0.82680320569902,0.374269005847953,0.71,1.23456790123457,0.899188876013905,0.905522750955193,0.951219512195122,0.859071729957806,1.2112676056338,0.666666666666667,1.1139990880073,1.03111495246327,1.08069620253165,1.02777777777778,1.04888507718696,0.910828025477707,1.24561403508772,1.02966101694915,1.02045209903122,0.905522750955193,0.951219512195122,0.859071729957806,1.2112676056338,0.666666666666667
"19","Atlanta","Dallas","Loss","Home",39,40,-1,"Wk 2",0.97215777262181,0.976831091180867,0.995341614906832,1.07246376811594,1.0633994554648,1.04458598726115,1,1,1.0268156424581,0.743819530284302,0.88,0.647095179233622,0.775193798449612,1,1.29357798165138,1.20049890863736,1.07739938080495,1.09722222222222,1.29711451758341,0.904977375565611,1.28,1.0752688172043,1.00584795321637,0.743819530284302,0.88,0.647095179233622,0.775193798449612,1
"20","Detroit","Green Bay","Loss","Home",21,42,-21,"Wk 2",1.00337410375369,1.0901085999413,0.919540229885058,0.95,1.0130218307162,0.597902097902098,2.72413793103448,1.94117647058824,0.794067796610169,1.26848409748038,1,1.24704813805631,1.71,0.5,1.0727862772369,1.01495662578522,1.05736434108527,1.10958904109589,1.1603690685413,1.31847133757962,0.87719298245614,0.501845018450185,1.12750263435195,1.26848409748038,1,1.24704813805631,1.71,0.5
"21","Jacksonville","Tennessee","Loss","Home",30,33,-3,"Wk 2",1.17414634146341,1.24303305249514,0.94578313253012,0.802469135802469,0.976559229803265,0.678733031674208,2.77777777777778,1.76,0.758620689655172,1.19857357357357,1.06976744186047,1.27947598253275,1.20560747663551,0.482758620689655,0.882132132132132,0.831764122893954,1.06060606060606,1.18571428571429,0.984420289855072,1.06763285024155,0.763440860215054,1.21,1.15015974440895,1.19857357357357,1.06976744186047,1.27947598253275,1.20560747663551,0.482758620689655
"22","Minnesota","Indianapolis","Loss","Home",11,28,-17,"Wk 2",0.882723833543506,0.885942400912461,0.997050147492625,1.07894736842105,0.917944785276074,1.31847133757962,1.453125,2.13157894736842,1.04810644831116,1.1283151326053,1.13157894736842,1.28032619775739,0.663551401869159,0.666666666666667,1.02582691436339,1.02348394768133,1.0030487804878,1.01333333333333,1.06949152542373,1.41911764705882,0.803738317757009,0.665254237288136,1.09875141884222,1.1283151326053,1.13157894736842,1.28032619775739,0.663551401869159,0.666666666666667
"23","Buffalo","Miami","Win","Away",31,28,3,"Wk 2",1.15590909090909,1.11412225233363,1.03776435045317,1.11428571428571,1.25790424570912,1.52666666666667,0.901408450704225,0.869158878504673,1.13592233009709,1.01928268414963,1,1.01166666666667,1.29,2,1.08689525598873,1.04202426753477,1.04285714285714,0.909090909090909,0.985720285594288,1.37719298245614,0.754385964912281,0.920454545454546,1.08462455303933,1.01928268414963,1,1.01166666666667,1.29,2
"24","San Francisco","New York Jets","Win","Away",31,13,18,"Wk 2",1.32166666666667,1.18276085547634,1.11835334476844,1.24590163934426,1.53745541022592,1.74418604651163,1.40697674418605,0.870848708487085,1.18834688346883,0.944776644389729,0.975,0.924712134632418,0.71,1,0.787751996957018,0.86562751948401,0.910764872521246,0.884615384615385,0.750178699070765,0.766355140186916,1.11267605633803,1.04678362573099,0.87177033492823,0.944776644389729,0.975,0.924712134632418,0.71,1
"25","Los Angeles Rams","Philadelphia","Win","Away",37,19,18,"Wk 2",1.15305646290247,0.967793452222518,1.19298245614035,1.17741935483871,1.23143683702989,0.953333333333333,0.754385964912281,0.339667458432304,1.21419185282523,0.823666666666667,0.904761904761905,0.749203821656051,0.580882352941176,5.14285714285714,0.962379702537183,1.04486987735567,0.921052631578947,0.792207792207792,0.816673755848575,0.681528662420382,2.58333333333333,1,0.773972602739726,0.823666666666667,0.904761904761905,0.749203821656051,0.580882352941176,5.14285714285714
"26","Denver","Pittsburgh","Loss","Home",21,26,-5,"Wk 2",0.728033472803347,0.831385227555335,0.876146788990826,1.06451612903226,0.852144939608496,0.635514018691589,2.11267605633803,2.32558139534884,0.777537796976242,1.10134069400631,1.17073170731707,1.2868068833652,2.234375,0.5,1.26548196015078,1.06684733514002,1.18604651162791,1.07692307692308,1.19037765131919,0.902097902097902,0.471074380165289,0.785714285714286,1.22563417890521,1.10134069400631,1.17073170731707,1.2868068833652,2.234375,0.5
"27","Carolina","Tampa Bay","Loss","Home",17,31,-14,"Wk 2",0.952003173343911,0.893013663315288,1.06615384615385,1.04166666666667,0.924739195230999,0.467248908296943,0.89873417721519,1.52205882352941,0.955806783144913,1.13250883392226,1.38235294117647,1.53470437017995,1.78125,3,0.930752047654505,0.933608886592612,0.997118155619596,0.972222222222222,0.938895417156287,0.886010362694301,0.36,0.55700325732899,1.05015673981191,1.13250883392226,1.38235294117647,1.53470437017995,1.78125,3
"28","Washington","Arizona","Loss","Home",15,30,-15,"Wk 2",1.01204819277108,1.04835535563677,0.964549483013294,0.864864864864865,0.864359586316627,0.5,1.08860759493671,2,0.841726618705036,0.967982129560685,0.977272727272727,0.941373534338358,0.849462365591398,3,0.903266864658464,0.917650288223991,0.984544049459042,0.956521739130435,0.868169991326973,0.871951219512195,1.30985915492958,0.931596091205212,0.928104575163399,0.967982129560685,0.977272727272727,0.941373534338358,0.849462365591398,3
"29","Kansas City","Los Angeles Chargers","Win","Away",23,20,3,"Wk 2",1.00794551645857,0.982342700820691,1.02739726027397,1.15492957746479,1.14107731769879,1.33160621761658,0.507042253521127,0.792270531400966,1.16,0.981678270428728,1.02222222222222,0.997576736672052,0.803738317757009,0.333333333333333,1.02388915432394,1.05823777911889,0.968304278922345,0.985714285714286,1.03976502485314,0.886010362694301,1.6056338028169,1.04678362573099,0.894904458598726,0.981678270428728,1.02222222222222,0.997576736672052,0.803738317757009,0.333333333333333
"30","Baltimore","Houston","Win","Away",33,16,17,"Wk 2",0.694102672889266,0.763243563184374,0.908309455587393,0.827586206896552,0.631445170660857,0.813471502590674,1.65116279069767,0.713395638629283,0.85054347826087,0.837621115937187,0.88,0.730232558139535,0.666666666666667,2.57142857142857,1.06067034365719,1.12176470588235,0.945165945165945,0.835443037974683,0.927409758032527,0.77720207253886,2.71428571428571,1.03056768558952,0.834710743801653,0.837621115937187,0.88,0.730232558139535,0.666666666666667,2.57142857142857
"31","New England","Seattle","Loss","Home",30,35,-5,"Wk 2",0.724054706355591,0.783653846153846,0.923186344238976,0.923076923076923,0.723935962514643,0.215909090909091,1.0752688172043,0.754266211604095,0.728971962616822,1.20363486162743,1.17948717948718,1.40591966173362,0.884297520661157,0.5,0.698324022346369,0.707046900777752,0.988148148148148,1.02777777777778,0.724914675767918,0.770700636942675,1.2258064516129,0.524475524475524,0.937908496732026,1.20363486162743,1.17948717948718,1.40591966173362,0.884297520661157,0.5
"32","New Orleans","Las Vegas","Loss","Home",24,34,-10,"Wk 2",1.009507346586,0.964630225080386,1.04733727810651,0.961038961038961,0.916633741604109,1,0.754385964912281,1.22929936305732,1.03666997026759,0.926497611172363,0.826086956521739,0.75993640699523,0.347560975609756,Inf,0.90258885476086,0.950277777777778,0.949447077409163,0.905405405405405,0.812403697996918,1.04678362573099,1.30985915492958,2.50877192982456,0.92381974248927,0.926497611172363,0.826086956521739,0.75993640699523,0.347560975609756,Inf
"33","Miami","Jacksonville","Win","Away",31,13,18,"Wk 3",0.914000830909846,0.865745568300313,1.05414012738854,1.07692307692308,0.948992713244749,1,0.71,0.810606060606061,1.10885167464115,0.812088944566239,1,0.819112627986348,0.775193798449612,0.5,0.905957446808511,1.00655347036044,0.9,0.927710843373494,0.876334192123666,0.515837104072398,1.6056338028169,2.18181818181818,0.776851851851852,0.812088944566239,1,0.819112627986348,0.775193798449612,0.5
"34","Chicago","Atlanta","Win","Away",30,26,4,"Wk 3",0.980111376292761,0.976536597806682,1.00468018720749,0.864864864864865,0.821506949524506,1.04268292682927,1.26582278481013,0.945525291828794,0.939064200217628,1.19609472372248,0.931818181818182,1.13180515759312,0.71,1,0.818589025755879,0.901558441558442,0.908045977011494,0.911392405063291,0.81056656239138,0.785,0.890625,1.18,0.900193798449612,1.19609472372248,0.931818181818182,1.13180515759312,0.71,1
"35","Los Angeles Rams","Buffalo","Loss","Home",32,35,-3,"Wk 3",0.97168698387731,0.982702702702703,0.98981077147016,0.935897435897436,0.91705565529623,0.624454148471616,1.34375,0.768817204301075,0.877492877492878,0.934922436625047,0.826086956521739,0.775123558484349,0.612403100775194,2.57142857142857,0.950734658599827,0.992047713717694,0.958904109589041,0.871428571428571,0.818065615679591,0.681528662420382,1.08139534883721,1.29218106995885,0.869230769230769,0.934922436625047,0.826086956521739,0.775123558484349,0.612403100775194,2.57142857142857
"36","Washington","Cleveland","Loss","Home",20,34,-14,"Wk 3",1.26283048211509,1.24010641835717,1.01872074882995,0.842105263157895,0.975314183123878,0.5,1.50877192982456,2.43410852713178,0.818181818181818,1.01681658193195,1,1.01079136690647,0.692982456140351,0.724137931034483,0.908664105847204,0.921190410581427,0.986068111455109,0.904109589041096,0.812170385395537,0.768817204301075,1.30985915492958,1.144,0.896842105263158,1.01681658193195,1,1.01079136690647,0.692982456140351,0.724137931034483
"37","Tennessee","Minnesota","Win","Away",31,30,1,"Wk 3",0.976190476190476,0.993241068554876,0.982248520710059,0.98780487804878,0.997911445279866,1.06763285024155,0.387096774193548,0.617283950617284,1.076171875,0.920843415139993,1,0.911624203821656,1.50704225352113,2.07142857142857,1.17667844522968,1.17223351728144,1.00303951367781,0.921052631578947,1.09350237717908,1.07253886010363,1.08139534883721,0.636942675159236,0.97004132231405,0.920843415139993,1,0.911624203821656,1.50704225352113,2.07142857142857
"38","Las Vegas","New England","Loss","Home",20,36,-16,"Wk 3",1.28555555555556,1.23457235654998,1.04160246533128,1.06944444444444,1.36515641855448,3.14035087719298,0.57,0.710407239819005,1.29358974358974,0.933768016472203,1,0.945864661654135,1.53271028037383,0,1.1395,1.2,0.949025487256372,1,1.22222222222222,1.41322314049587,0.62280701754386,0.76,1.08246225319396,0.933768016472203,1,0.945864661654135,1.53271028037383,0
"39","San Francisco","New York Giants","Win","Away",36,9,27,"Wk 3",1.1895,1.13318845079168,1.04991948470209,1.20634920634921,1.39256865912763,2.34375,1.70422535211268,0.786666666666667,1.13015463917526,1.03030303030303,1,1.02554027504912,0.825581395348837,2.07142857142857,0.847728203029063,0.899972059234423,0.941434846266471,0.932432432432432,0.858135731807032,1.14685314685315,1.11267605633803,0.736625514403292,0.960970464135021,1.03030303030303,1,1.02554027504912,0.825581395348837,2.07142857142857
"40","Cincinnati","Philadelphia","Loss","Tie",23,23,0,"Wk 3",1.12319178721419,0.992547245142401,1.13333333333333,1.04838709677419,1.04339440694311,0.806666666666667,0.56140350877193,0.814726840855107,1.13666228646518,0.933333333333333,1.0952380952381,1.02229299363057,0.522058823529412,2,0.953193350831146,1.04486987735567,0.912280701754386,0.935064935064935,1.0378562313909,1.18471337579618,1.97222222222222,0.363057324840764,0.910958904109589,0.933333333333333,1.0952380952381,1.02229299363057,0.522058823529412,2
"41","Houston","Pittsburgh","Loss","Home",21,28,-7,"Wk 3",0.896538607835679,0.840338224322308,1.06727828746177,1.40322580645161,1.14702207413578,0.901869158878505,0.605633802816901,3.73255813953488,1.19222462203024,1.18020504731861,1.21951219512195,1.43881453154876,2.015625,1,1.26925148088314,1.02378801565793,1.2397137745975,1.21538461538462,1.30419037765132,1.34965034965035,0.173553719008264,0.681547619047619,1.45393858477971,1.18020504731861,1.21951219512195,1.43881453154876,2.015625,1
"42","New York Jets","Indianapolis","Loss","Home",7,36,-29,"Wk 3",0.756620428751576,0.879954376960365,0.859882005899705,0.802631578947368,0.644938650306748,0.547770700636943,1.34375,2.37719298245614,0.755373592630502,1.1088143525741,1.05263157894737,1.15086646279307,0.934579439252336,1.38095238095238,1.19120978704123,1.10612366230678,1.07621951219512,1.04,1.18559322033898,1.57352941176471,0.663551401869159,0.724576271186441,1.18615209988649,1.1088143525741,1.05263157894737,1.15086646279307,0.934579439252336,1.38095238095238
"43","Carolina","Los Angeles Chargers","Win","Away",21,16,5,"Wk 3",0.908059023836549,0.861477244466551,1.05479452054795,1.05633802816901,0.909490655917919,0.55440414507772,1,1,0.978947368421053,0.939538292414804,1.04444444444444,0.964458804523425,1.06542056074766,1,1.19445771619685,1.09052504526252,1.09667194928685,1,1.08314505196566,0.886010362694301,0.507042253521127,1,1.06687898089172,0.939538292414804,1.04444444444444,0.964458804523425,1.06542056074766,1
"44","Tampa Bay","Denver","Win","Away",28,10,18,"Wk 3",1.3171368861024,1.16033502841759,1.13438045375218,1.09090909090909,1.31182795698925,1.68382352941176,0.526666666666667,0.68,1.35138888888889,0.810597923379878,0.708333333333333,0.578008915304606,0.447552447552448,1,1.14297872340426,1.09257691222128,1.04675716440422,1.02857142857143,1.10951760104302,1.49612403100775,1.75438596491228,1.16287878787879,1.04248366013072,0.810597923379878,0.708333333333333,0.578008915304606,0.447552447552448,1
"45","Detroit","Arizona","Win","Away",26,23,3,"Wk 3",0.988367262152057,1.04413831880798,0.945347119645495,1.02702702702703,1.05210819411297,0.919354838709677,1,1.68152866242038,0.963001027749229,1.14333581533879,1.02272727272727,1.1499162479062,1.83870967741935,1,0.981756470089096,0.931375240186659,1.05409582689335,1.17391304347826,1.14527320034692,1.26219512195122,0.704225352112676,0.44299674267101,1.16557734204793,1.14333581533879,1.02272727272727,1.1499162479062,1.83870967741935,1
"46","Dallas","Seattle","Loss","Home",31,38,-7,"Wk 3",1.0402252614642,1.13518099547511,0.916073968705548,0.884615384615385,1.00390472471691,0.59469696969697,0.849462365591398,0.877133105802048,0.836448598130841,1.33663775299463,1.28205128205128,1.71035940803383,1.06611570247934,1.5,0.723114525139665,0.755833136931417,0.957037037037037,1,0.756996587030717,1.40764331210191,0.537634408602151,0.65034965034965,1.11764705882353,1.33663775299463,1.28205128205128,1.71035940803383,1.06611570247934,1.5
"47","Green Bay","New Orleans","Win","Away",37,30,7,"Wk 3",1.01498287671233,1.03242424242424,0.983050847457627,1.08108108108108,1.12543103448276,1.59776536312849,0.674418604651163,0.704663212435233,1.12810707456979,0.96033320111067,1.18421052631579,1.15167364016736,1.75438596491228,1,1.04861448711716,0.977199649225373,1.07321131447587,1.08955223880597,1.0791844476055,0.877094972067039,0.612903225806452,0.947552447552448,1.10220673635308,0.96033320111067,1.18421052631579,1.15167364016736,1.75438596491228,1
"48","Kansas City","Baltimore","Win","Away",34,20,14,"Wk 3",1.62836185819071,1.53160139588988,1.06466876971609,1.13888888888889,1.7906843013226,1.63694267515924,0.507042253521127,0.716157205240175,1.17358892438765,1.06860789788592,1.04545454545455,1.12374886260237,1,0.194444444444444,0.8572,0.919507079181961,0.932824427480916,1.04545454545455,0.984174508126604,1.14,2,0.758474576271187,0.927392739273927,1.06860789788592,1.04545454545455,1.12374886260237,1,0.194444444444444
"49","Denver","New York Jets","Win","Away",37,28,9,"Wk 4",1.06333333333333,1.08327932598833,0.982847341337907,1.08196721311475,1.21640903686088,1.58139534883721,1.74418604651163,0.738007380073801,0.975609756097561,0.982412944073162,1.2,1.19220549158547,1.43,0.241379310344828,0.893875998478509,0.952163396936307,0.939093484419264,0.897435897435897,0.822373123659757,0.602803738317757,0.802816901408451,1.54385964912281,0.878468899521531,0.982412944073162,1.2,1.19220549158547,1.43,0.241379310344828
"50","Jacksonville","Cincinnati","Loss","Home",25,33,-8,"Wk 4",1,1.02869401984446,0.972136222910217,1,1.07809611829945,1.2396694214876,1.5625,0.769679300291545,0.966473988439306,1.14035714285714,1,1.14096573208723,1.8169014084507,1,1.07847636530519,0.961064987117091,1.12179487179487,1.15277777777778,1.11352459016393,1.18817204301075,1,1.06140350877193,1.16004296455424,1.14035714285714,1,1.14096573208723,1.8169014084507,1
"51","Cleveland","Dallas","Win","Away",49,38,11,"Wk 4",0.745939675174014,0.749128051818635,0.995341614906832,1.10144927536232,0.866588875923765,1.18471337579618,0.721518987341772,0.501945525291829,1.11843575418994,0.79017305315204,0.86,0.687268232385661,0.883720930232558,1.38095238095238,1.13133751810719,1.13158715310259,1,1.01388888888889,1.11136158701533,0.841628959276018,1.42,1.34408602150538,0.925925925925926,0.79017305315204,0.86,0.687268232385661,0.883720930232558,1.38095238095238
"52","New Orleans","Detroit","Win","Away",35,29,6,"Wk 4",0.98192517864649,0.888529886914378,1.10625,0.973684210526316,0.877126654064272,1.04678362573099,0.544303797468354,0.731060606060606,1.11632870864461,0.82090524259199,0.844444444444444,0.696285506190823,0.333333333333333,2,0.888936905790838,1.00825228411435,0.881231671554252,0.827160493827161,0.798561151079137,0.864734299516908,1.86,2.10294117647059,0.804672897196262,0.82090524259199,0.844444444444444,0.696285506190823,0.333333333333333,2
"53","Seattle","Miami","Win","Away",31,23,8,"Wk 4",1.13,1.06473953628425,1.0619335347432,1.11428571428571,1.15672990063234,1.76,1.30985915492958,1.36915887850467,1.15426105717368,0.93366756652526,0.847826086956522,0.788333333333333,1.21,2,1.34523250352278,1.25569695176088,1.07142857142857,0.935064935064935,1.23057538849223,1.37719298245614,0.815789473684211,1.08333333333333,1.09415971394517,0.93366756652526,0.847826086956522,0.788333333333333,1.21,2
"54","Los Angeles Chargers","Tampa Bay","Loss","Home",31,38,-7,"Wk 4",1.04839349464498,1.03660737303429,1.01076923076923,0.986111111111111,1.01676602086438,0.842794759825327,0.89873417721519,1.52205882352941,0.976361767728674,1.20538869257951,1.32352941176471,1.59125964010283,1.671875,3,0.779225614296352,0.856109532420563,0.909221902017291,0.972222222222222,0.866823345084215,1,0.71,0.55700325732899,0.984326018808777,1.20538869257951,1.32352941176471,1.59125964010283,1.671875,3
"55","Baltimore","Washington","Win","Away",31,17,14,"Wk 4",0.671592775041051,0.69160632877447,0.970903522205207,1.125,0.800276115968707,1.68817204301075,0.825581395348837,0.729299363057325,1.14652014652015,0.964230769230769,1.02325581395349,0.977758007117438,1.08860759493671,1.71428571428571,1.17426021606388,1.1408914148968,1.02825745682889,1,1.16783216783217,1.04895104895105,0.612903225806452,0.825174825174825,1.0669014084507,0.964230769230769,1.02325581395349,0.977758007117438,1.08860759493671,1.71428571428571
